,country,year,sex,age,suicides_no,population,suicidesper100pop,gdp_for_year,gdp_per_capita,generation,name,iso_abr
4583,Finland,2015,female,15-24 years,12,317937,3.77,232464833066,44862,Millenials,Finland,FIN
4584,Finland,2015,male,5-14 years,5,305748,1.64,232464833066,44862,Generation Z,Finland,FIN
4585,Finland,2015,female,5-14 years,0,292608,0.0,232464833066,44862,Generation Z,Finland,FIN
4586,France,2002,male,75+ years,1189,1639346,72.53,1494286655374,26714,Silent,France,FRA
4587,France,2002,male,35-54 years,3161,8426925,37.51,1494286655374,26714,Boomers,France,FRA
4588,France,2002,male,55-74 years,1817,5181628,35.07,1494286655374,26714,Silent,France,FRA
4589,France,2002,male,25-34 years,1069,4093371,26.12,1494286655374,26714,Generation X,France,FRA
4590,France,2002,female,75+ years,483,2925326,16.51,1494286655374,26714,Silent,France,FRA
4591,France,2002,female,55-74 years,825,5793815,14.24,1494286655374,26714,Silent,France,FRA
4592,France,2002,female,35-54 years,1198,8616861,13.9,1494286655374,26714,Boomers,France,FRA
4593,France,2002,male,15-24 years,469,3945027,11.89,1494286655374,26714,Millenials,France,FRA
4594,France,2002,female,25-34 years,275,4087370,6.73,1494286655374,26714,Generation X,France,FRA
4595,France,2002,female,15-24 years,120,3826195,3.14,1494286655374,26714,Millenials,France,FRA
4596,France,2002,male,5-14 years,23,3788047,0.61,1494286655374,26714,Millenials,France,FRA
4597,France,2002,female,5-14 years,14,3611606,0.39,1494286655374,26714,Millenials,France,FRA
4598,France,2003,male,75+ years,1284,1693303,75.83,1840480812641,32656,Silent,France,FRA
4599,France,2003,male,35-54 years,3379,8430499,40.08,1840480812641,32656,Boomers,France,FRA
4600,France,2003,male,55-74 years,1816,5329819,34.07,1840480812641,32656,Silent,France,FRA
4601,France,2003,male,25-34 years,1038,4076309,25.46,1840480812641,32656,Generation X,France,FRA
4602,France,2003,female,75+ years,457,2996734,15.25,1840480812641,32656,Silent,France,FRA
4603,France,2003,female,35-54 years,1163,8639264,13.46,1840480812641,32656,Boomers,France,FRA
4604,France,2003,female,55-74 years,785,5919087,13.26,1840480812641,32656,Silent,France,FRA
4605,France,2003,male,15-24 years,495,3973756,12.46,1840480812641,32656,Millenials,France,FRA
4606,France,2003,female,25-34 years,281,4060810,6.92,1840480812641,32656,Generation X,France,FRA
4607,France,2003,female,15-24 years,141,3855507,3.66,1840480812641,32656,Millenials,France,FRA
4608,France,2003,male,5-14 years,26,3781291,0.69,1840480812641,32656,Millenials,France,FRA
4609,France,2003,female,5-14 years,6,3604023,0.17,1840480812641,32656,Millenials,France,FRA
4610,France,2004,male,75+ years,1233,1750685,70.43,2115742488205,37240,Silent,France,FRA
4611,France,2004,male,35-54 years,3374,8436959,39.99,2115742488205,37240,Boomers,France,FRA
4612,France,2004,male,55-74 years,1800,5479461,32.85,2115742488205,37240,Silent,France,FRA
4613,France,2004,male,25-34 years,947,4061640,23.32,2115742488205,37240,Generation X,France,FRA
4614,France,2004,female,75+ years,459,3076877,14.92,2115742488205,37240,Silent,France,FRA
4615,France,2004,female,35-54 years,1259,8660789,14.54,2115742488205,37240,Boomers,France,FRA
4616,France,2004,female,55-74 years,819,6047298,13.54,2115742488205,37240,Silent,France,FRA
4617,France,2004,male,15-24 years,486,3997101,12.16,2115742488205,37240,Millenials,France,FRA
4618,France,2004,female,25-34 years,272,4035822,6.74,2115742488205,37240,Generation X,France,FRA
4619,France,2004,female,15-24 years,135,3880131,3.48,2115742488205,37240,Millenials,France,FRA
4620,France,2004,male,5-14 years,15,3782655,0.4,2115742488205,37240,Millenials,France,FRA
4621,France,2004,female,5-14 years,5,3604504,0.14,2115742488205,37240,Millenials,France,FRA
4622,France,2005,male,75+ years,1325,1808791,73.25,2196126103718,38420,Silent,France,FRA
4623,France,2005,male,35-54 years,3193,8428642,37.88,2196126103718,38420,Boomers,France,FRA
4624,France,2005,male,55-74 years,1905,5611154,33.95,2196126103718,38420,Silent,France,FRA
4625,France,2005,male,25-34 years,946,4047608,23.37,2196126103718,38420,Generation X,France,FRA
4626,France,2005,female,75+ years,474,3160051,15.0,2196126103718,38420,Silent,France,FRA
4627,France,2005,female,55-74 years,875,6158540,14.21,2196126103718,38420,Silent,France,FRA
4628,France,2005,female,35-54 years,1159,8661387,13.38,2196126103718,38420,Boomers,France,FRA
4629,France,2005,male,15-24 years,439,3992606,11.0,2196126103718,38420,Millenials,France,FRA
4630,France,2005,female,25-34 years,240,4015093,5.98,2196126103718,38420,Generation X,France,FRA
4631,France,2005,female,15-24 years,128,3877610,3.3,2196126103718,38420,Millenials,France,FRA
4632,France,2005,male,5-14 years,21,3789200,0.55,2196126103718,38420,Millenials,France,FRA
4633,France,2005,female,5-14 years,8,3610005,0.22,2196126103718,38420,Millenials,France,FRA
4634,France,2006,male,75+ years,1272,1873693,67.89,2318593651988,40097,Silent,France,FRA
4635,France,2006,male,35-54 years,3139,8448839,37.15,2318593651988,40097,Boomers,France,FRA
4636,France,2006,male,55-74 years,1875,5745824,32.63,2318593651988,40097,Silent,France,FRA
4637,France,2006,male,25-34 years,887,3953119,22.44,2318593651988,40097,Generation X,France,FRA
4638,France,2006,female,75+ years,451,3282478,13.74,2318593651988,40097,Silent,France,FRA
4639,France,2006,female,55-74 years,862,6363131,13.55,2318593651988,40097,Silent,France,FRA
4640,France,2006,female,35-54 years,1130,8713240,12.97,2318593651988,40097,Boomers,France,FRA
4641,France,2006,male,15-24 years,398,4014107,9.92,2318593651988,40097,Millenials,France,FRA
4642,France,2006,female,25-34 years,255,3997748,6.38,2318593651988,40097,Generation X,France,FRA
4643,France,2006,female,15-24 years,124,3915675,3.17,2318593651988,40097,Millenials,France,FRA
4644,France,2006,male,5-14 years,22,3850817,0.57,2318593651988,40097,Millenials,France,FRA
4645,France,2006,female,5-14 years,8,3665776,0.22,2318593651988,40097,Millenials,France,FRA
4646,France,2007,male,75+ years,1315,1932659,68.04,2657213249384,45682,Silent,France,FRA
4647,France,2007,male,35-54 years,3072,8475997,36.24,2657213249384,45682,Boomers,France,FRA
4648,France,2007,male,55-74 years,1776,5859657,30.31,2657213249384,45682,Silent,France,FRA
4649,France,2007,male,25-34 years,843,3926679,21.47,2657213249384,45682,Generation X,France,FRA
4650,France,2007,female,75+ years,461,3367365,13.69,2657213249384,45682,Silent,France,FRA
4651,France,2007,female,55-74 years,832,6461012,12.88,2657213249384,45682,Silent,France,FRA
4652,France,2007,female,35-54 years,1091,8736539,12.49,2657213249384,45682,Boomers,France,FRA
4653,France,2007,male,15-24 years,397,3998872,9.93,2657213249384,45682,Millenials,France,FRA
4654,France,2007,female,25-34 years,204,3971637,5.14,2657213249384,45682,Generation X,France,FRA
4655,France,2007,female,15-24 years,114,3893480,2.93,2657213249384,45682,Millenials,France,FRA
4656,France,2007,male,5-14 years,16,3864992,0.41,2657213249384,45682,Generation Z,France,FRA
4657,France,2007,female,5-14 years,6,3678122,0.16,2657213249384,45682,Generation Z,France,FRA
4658,France,2008,male,75+ years,1346,1985275,67.8,2918382891460,49901,Silent,France,FRA
4659,France,2008,male,35-54 years,3036,8513565,35.66,2918382891460,49901,Boomers,France,FRA
4660,France,2008,male,55-74 years,1952,5974431,32.67,2918382891460,49901,Silent,France,FRA
4661,France,2008,male,25-34 years,843,3876451,21.75,2918382891460,49901,Generation X,France,FRA
4662,France,2008,female,75+ years,461,3430254,13.44,2918382891460,49901,Silent,France,FRA
4663,France,2008,female,55-74 years,843,6570343,12.83,2918382891460,49901,Silent,France,FRA
4664,France,2008,female,35-54 years,1105,8762552,12.61,2918382891460,49901,Boomers,France,FRA
4665,France,2008,male,15-24 years,422,3971604,10.63,2918382891460,49901,Millenials,France,FRA
4666,France,2008,female,25-34 years,211,3934713,5.36,2918382891460,49901,Generation X,France,FRA
4667,France,2008,female,15-24 years,108,3865331,2.79,2918382891460,49901,Millenials,France,FRA
4668,France,2008,male,5-14 years,20,3893417,0.51,2918382891460,49901,Generation Z,France,FRA
4669,France,2008,female,5-14 years,6,3705031,0.16,2918382891460,49901,Generation Z,France,FRA
4670,France,2009,male,75+ years,1351,2035007,66.39,2690222283968,45775,Silent,France,FRA
4671,France,2009,male,35-54 years,3124,8526689,36.64,2690222283968,45775,Boomers,France,FRA
4672,France,2009,male,55-74 years,2033,6081994,33.43,2690222283968,45775,Silent,France,FRA
4673,France,2009,male,25-34 years,827,3838456,21.55,2690222283968,45775,Generation X,France,FRA
4674,France,2009,female,75+ years,464,3487831,13.3,2690222283968,45775,Silent,France,FRA
4675,France,2009,female,55-74 years,883,6675905,13.23,2690222283968,45775,Silent,France,FRA
4676,France,2009,female,35-54 years,1039,8763692,11.86,2690222283968,45775,Boomers,France,FRA
4677,France,2009,male,15-24 years,404,3953357,10.22,2690222283968,45775,Millenials,France,FRA
4678,France,2009,female,25-34 years,215,3905999,5.5,2690222283968,45775,Generation X,France,FRA
4679,France,2009,female,15-24 years,122,3843704,3.17,2690222283968,45775,Millenials,France,FRA
4680,France,2009,male,5-14 years,26,3922145,0.66,2690222283968,45775,Generation Z,France,FRA
4681,France,2009,female,5-14 years,11,3735948,0.29,2690222283968,45775,Generation Z,France,FRA
4682,France,2010,male,75+ years,1354,2081818,65.04,2642609548930,44747,Silent,France,FRA
4683,France,2010,male,35-54 years,3118,8518205,36.6,2642609548930,44747,Generation X,France,FRA
4684,France,2010,male,55-74 years,1956,6187723,31.61,2642609548930,44747,Silent,France,FRA
4685,France,2010,male,25-34 years,805,3829316,21.02,2642609548930,44747,Generation X,France,FRA
4686,France,2010,female,75+ years,464,3538923,13.11,2642609548930,44747,Silent,France,FRA
4687,France,2010,female,55-74 years,889,6785286,13.1,2642609548930,44747,Silent,France,FRA
4688,France,2010,female,35-54 years,1074,8736585,12.29,2642609548930,44747,Generation X,France,FRA
4689,France,2010,male,15-24 years,385,3937209,9.78,2642609548930,44747,Millenials,France,FRA
4690,France,2010,female,25-34 years,177,3906931,4.53,2642609548930,44747,Generation X,France,FRA
4691,France,2010,female,15-24 years,117,3823806,3.06,2642609548930,44747,Millenials,France,FRA
4692,France,2010,male,5-14 years,23,3947453,0.58,2642609548930,44747,Generation Z,France,FRA
4693,France,2010,female,5-14 years,17,3763028,0.45,2642609548930,44747,Generation Z,France,FRA
4694,France,2011,male,75+ years,1423,2127014,66.9,2861408170265,48217,Silent,France,FRA
4695,France,2011,male,35-54 years,3151,8492211,37.1,2861408170265,48217,Generation X,France,FRA
4696,France,2011,male,55-74 years,2048,6298402,32.52,2861408170265,48217,Boomers,France,FRA
4697,France,2011,male,25-34 years,778,3844358,20.24,2861408170265,48217,Millenials,France,FRA
4698,France,2011,female,75+ years,453,3588632,12.62,2861408170265,48217,Silent,France,FRA
4699,France,2011,female,55-74 years,846,6902929,12.26,2861408170265,48217,Boomers,France,FRA
4700,France,2011,female,35-54 years,1011,8695673,11.63,2861408170265,48217,Generation X,France,FRA
4701,France,2011,male,15-24 years,367,3914976,9.37,2861408170265,48217,Millenials,France,FRA
4702,France,2011,female,25-34 years,171,3930109,4.35,2861408170265,48217,Millenials,France,FRA
4703,France,2011,female,15-24 years,124,3794959,3.27,2861408170265,48217,Millenials,France,FRA
4704,France,2011,male,5-14 years,23,3969371,0.58,2861408170265,48217,Generation Z,France,FRA
4705,France,2011,female,5-14 years,13,3786009,0.34,2861408170265,48217,Generation Z,France,FRA
4706,France,2012,male,75+ years,1415,2168819,65.24,2683825225093,45002,Silent,France,FRA
4707,France,2012,male,35-54 years,2903,8465545,34.29,2683825225093,45002,Generation X,France,FRA
4708,France,2012,male,55-74 years,1939,6408537,30.26,2683825225093,45002,Boomers,France,FRA
4709,France,2012,male,25-34 years,688,3856840,17.84,2683825225093,45002,Millenials,France,FRA
4710,France,2012,female,75+ years,459,3626173,12.66,2683825225093,45002,Silent,France,FRA
4711,France,2012,female,55-74 years,767,7023009,10.92,2683825225093,45002,Boomers,France,FRA
4712,France,2012,female,35-54 years,891,8655592,10.29,2683825225093,45002,Generation X,France,FRA
4713,France,2012,male,15-24 years,359,3900107,9.2,2683825225093,45002,Millenials,France,FRA
4714,France,2012,female,25-34 years,183,3948305,4.63,2683825225093,45002,Millenials,France,FRA
4715,France,2012,female,15-24 years,106,3776265,2.81,2683825225093,45002,Millenials,France,FRA
4716,France,2012,male,5-14 years,22,3995444,0.55,2683825225093,45002,Generation Z,France,FRA
4717,France,2012,female,5-14 years,11,3813821,0.29,2683825225093,45002,Generation Z,France,FRA
4718,France,2013,male,75+ years,1342,2201053,60.97,2811077725704,46922,Silent,France,FRA
4719,France,2013,male,35-54 years,2852,8444516,33.77,2811077725704,46922,Generation X,France,FRA
4720,France,2013,male,55-74 years,2003,6526578,30.69,2811077725704,46922,Boomers,France,FRA
4721,France,2013,male,25-34 years,700,3873724,18.07,2811077725704,46922,Millenials,France,FRA
4722,France,2013,female,75+ years,426,3642541,11.7,2811077725704,46922,Silent,France,FRA
4723,France,2013,female,55-74 years,816,7157766,11.4,2811077725704,46922,Boomers,France,FRA
4724,France,2013,female,35-54 years,846,8632938,9.8,2811077725704,46922,Generation X,France,FRA
4725,France,2013,male,15-24 years,310,3849077,8.05,2811077725704,46922,Millenials,France,FRA
4726,France,2013,female,25-34 years,160,3972053,4.03,2811077725704,46922,Millenials,France,FRA
4727,France,2013,female,15-24 years,116,3728182,3.11,2811077725704,46922,Millenials,France,FRA
4728,France,2013,male,5-14 years,18,4032157,0.45,2811077725704,46922,Generation Z,France,FRA
4729,France,2013,female,5-14 years,11,3849484,0.29,2811077725704,46922,Generation Z,France,FRA
4730,France,2014,male,75+ years,1324,2243922,59.0,2852165760630,47318,Silent,France,FRA
4731,France,2014,male,35-54 years,2536,8426009,30.1,2852165760630,47318,Generation X,France,FRA
4732,France,2014,male,55-74 years,1825,6655516,27.42,2852165760630,47318,Boomers,France,FRA
4733,France,2014,male,25-34 years,680,3877350,17.54,2852165760630,47318,Millenials,France,FRA
4734,France,2014,female,75+ years,424,3677450,11.53,2852165760630,47318,Silent,France,FRA
4735,France,2014,female,55-74 years,744,7300857,10.19,2852165760630,47318,Boomers,France,FRA
4736,France,2014,female,35-54 years,778,8608404,9.04,2852165760630,47318,Generation X,France,FRA
4737,France,2014,male,15-24 years,282,3841223,7.34,2852165760630,47318,Millenials,France,FRA
4738,France,2014,female,25-34 years,170,3985618,4.27,2852165760630,47318,Millenials,France,FRA
4739,France,2014,female,15-24 years,92,3711936,2.48,2852165760630,47318,Millenials,France,FRA
4740,France,2014,male,5-14 years,14,4069116,0.34,2852165760630,47318,Generation Z,France,FRA
4741,France,2014,female,5-14 years,12,3878553,0.31,2852165760630,47318,Generation Z,France,FRA
4742,Georgia,2004,male,75+ years,17,68300,24.89,5125363001,1253,Silent,Georgia,GEO
4743,Georgia,2004,male,35-54 years,56,554550,10.1,5125363001,1253,Boomers,Georgia,GEO
4744,Georgia,2004,male,25-34 years,29,296000,9.8,5125363001,1253,Generation X,Georgia,GEO
4745,Georgia,2004,male,55-74 years,28,329400,8.5,5125363001,1253,Silent,Georgia,GEO
4746,Georgia,2004,male,15-24 years,13,349250,3.72,5125363001,1253,Millenials,Georgia,GEO
4747,Georgia,2004,female,75+ years,3,139900,2.14,5125363001,1253,Silent,Georgia,GEO
4748,Georgia,2004,female,55-74 years,7,436650,1.6,5125363001,1253,Silent,Georgia,GEO
4749,Georgia,2004,female,25-34 years,4,314250,1.27,5125363001,1253,Generation X,Georgia,GEO
4750,Georgia,2004,male,5-14 years,4,316700,1.26,5125363001,1253,Millenials,Georgia,GEO
4751,Georgia,2004,female,15-24 years,4,346000,1.16,5125363001,1253,Millenials,Georgia,GEO
4752,Georgia,2004,female,35-54 years,7,638600,1.1,5125363001,1253,Boomers,Georgia,GEO
4753,Georgia,2004,female,5-14 years,3,300250,1.0,5125363001,1253,Millenials,Georgia,GEO
4754,Georgia,2005,male,75+ years,5,73700,6.78,6410852596,1552,Silent,Georgia,GEO
4755,Georgia,2005,male,35-54 years,29,565100,5.13,6410852596,1552,Boomers,Georgia,GEO
4756,Georgia,2005,male,55-74 years,15,331700,4.52,6410852596,1552,Silent,Georgia,GEO
4757,Georgia,2005,male,25-34 years,13,305450,4.26,6410852596,1552,Generation X,Georgia,GEO
4758,Georgia,2005,female,25-34 years,7,319300,2.19,6410852596,1552,Generation X,Georgia,GEO
4759,Georgia,2005,male,15-24 years,5,358200,1.4,6410852596,1552,Millenials,Georgia,GEO
4760,Georgia,2005,female,75+ years,2,147450,1.36,6410852596,1552,Silent,Georgia,GEO
4761,Georgia,2005,female,55-74 years,4,439250,0.91,6410852596,1552,Silent,Georgia,GEO
4762,Georgia,2005,female,15-24 years,3,352750,0.85,6410852596,1552,Millenials,Georgia,GEO
4763,Georgia,2005,male,5-14 years,2,305450,0.65,6410852596,1552,Millenials,Georgia,GEO
4764,Georgia,2005,female,35-54 years,2,646500,0.31,6410852596,1552,Boomers,Georgia,GEO
4765,Georgia,2005,female,5-14 years,0,287150,0.0,6410852596,1552,Millenials,Georgia,GEO
4766,Georgia,2006,male,75+ years,4,79200,5.05,7745406201,1859,Silent,Georgia,GEO
4767,Georgia,2006,male,55-74 years,16,335050,4.78,7745406201,1859,Silent,Georgia,GEO
4768,Georgia,2006,male,25-34 years,13,313300,4.15,7745406201,1859,Generation X,Georgia,GEO
4769,Georgia,2006,male,35-54 years,18,574450,3.13,7745406201,1859,Boomers,Georgia,GEO
4770,Georgia,2006,male,15-24 years,7,366350,1.91,7745406201,1859,Millenials,Georgia,GEO
4771,Georgia,2006,female,75+ years,2,155050,1.29,7745406201,1859,Silent,Georgia,GEO
4772,Georgia,2006,female,55-74 years,5,443850,1.13,7745406201,1859,Silent,Georgia,GEO
4773,Georgia,2006,female,25-34 years,3,323850,0.93,7745406201,1859,Generation X,Georgia,GEO
4774,Georgia,2006,female,5-14 years,1,271600,0.37,7745406201,1859,Millenials,Georgia,GEO
4775,Georgia,2006,male,5-14 years,1,291400,0.34,7745406201,1859,Millenials,Georgia,GEO
4776,Georgia,2006,female,15-24 years,1,359100,0.28,7745406201,1859,Millenials,Georgia,GEO
4777,Georgia,2006,female,35-54 years,1,653300,0.15,7745406201,1859,Boomers,Georgia,GEO
4778,Georgia,2007,male,75+ years,10,83450,11.98,10172869680,2448,Silent,Georgia,GEO
4779,Georgia,2007,male,55-74 years,24,337200,7.12,10172869680,2448,Silent,Georgia,GEO
4780,Georgia,2007,male,35-54 years,29,573900,5.05,10172869680,2448,Boomers,Georgia,GEO
4781,Georgia,2007,male,25-34 years,14,315700,4.43,10172869680,2448,Generation X,Georgia,GEO
4782,Georgia,2007,female,75+ years,5,161000,3.11,10172869680,2448,Silent,Georgia,GEO
4783,Georgia,2007,male,15-24 years,7,367900,1.9,10172869680,2448,Millenials,Georgia,GEO
4784,Georgia,2007,female,55-74 years,6,447350,1.34,10172869680,2448,Silent,Georgia,GEO
4785,Georgia,2007,female,35-54 years,7,651500,1.07,10172869680,2448,Boomers,Georgia,GEO
4786,Georgia,2007,female,25-34 years,1,323950,0.31,10172869680,2448,Generation X,Georgia,GEO
4787,Georgia,2007,female,15-24 years,1,359400,0.28,10172869680,2448,Millenials,Georgia,GEO
4788,Georgia,2007,female,5-14 years,0,255950,0.0,10172869680,2448,Generation Z,Georgia,GEO
4789,Georgia,2007,male,5-14 years,0,277600,0.0,10172869680,2448,Generation Z,Georgia,GEO
4790,Georgia,2009,male,75+ years,18,90600,19.87,10766809099,2589,Silent,Georgia,GEO
4791,Georgia,2009,male,55-74 years,36,343050,10.49,10766809099,2589,Silent,Georgia,GEO
4792,Georgia,2009,male,35-54 years,48,579150,8.29,10766809099,2589,Boomers,Georgia,GEO
4793,Georgia,2009,male,25-34 years,24,324500,7.4,10766809099,2589,Generation X,Georgia,GEO
4794,Georgia,2009,female,75+ years,10,172650,5.79,10766809099,2589,Silent,Georgia,GEO
4795,Georgia,2009,male,15-24 years,20,360500,5.55,10766809099,2589,Millenials,Georgia,GEO
4796,Georgia,2009,female,55-74 years,15,456000,3.29,10766809099,2589,Silent,Georgia,GEO
4797,Georgia,2009,female,15-24 years,4,350000,1.14,10766809099,2589,Millenials,Georgia,GEO
4798,Georgia,2009,male,5-14 years,3,262650,1.14,10766809099,2589,Generation Z,Georgia,GEO
4799,Georgia,2009,female,35-54 years,7,652950,1.07,10766809099,2589,Boomers,Georgia,GEO
4800,Georgia,2009,female,25-34 years,2,328450,0.61,10766809099,2589,Generation X,Georgia,GEO
4801,Georgia,2009,female,5-14 years,1,238250,0.42,10766809099,2589,Generation Z,Georgia,GEO
4802,Georgia,2010,male,55-74 years,32,350500,9.13,11638536834,2775,Silent,Georgia,GEO
4803,Georgia,2010,male,75+ years,7,96900,7.22,11638536834,2775,Silent,Georgia,GEO
4804,Georgia,2010,male,35-54 years,29,590800,4.91,11638536834,2775,Generation X,Georgia,GEO
4805,Georgia,2010,male,25-34 years,16,337200,4.74,11638536834,2775,Generation X,Georgia,GEO
4806,Georgia,2010,male,15-24 years,11,351600,3.13,11638536834,2775,Millenials,Georgia,GEO
4807,Georgia,2010,female,75+ years,5,180900,2.76,11638536834,2775,Silent,Georgia,GEO
4808,Georgia,2010,female,55-74 years,6,465100,1.29,11638536834,2775,Silent,Georgia,GEO
4809,Georgia,2010,female,35-54 years,5,660000,0.76,11638536834,2775,Generation X,Georgia,GEO
4810,Georgia,2010,male,5-14 years,1,254800,0.39,11638536834,2775,Generation Z,Georgia,GEO
4811,Georgia,2010,female,15-24 years,0,338800,0.0,11638536834,2775,Millenials,Georgia,GEO
4812,Georgia,2010,female,25-34 years,0,338000,0.0,11638536834,2775,Generation X,Georgia,GEO
4813,Georgia,2010,female,5-14 years,0,229200,0.0,11638536834,2775,Generation Z,Georgia,GEO
4814,Georgia,2011,male,75+ years,16,99100,16.15,14434619982,3435,Silent,Georgia,GEO
4815,Georgia,2011,male,55-74 years,23,352600,6.52,14434619982,3435,Boomers,Georgia,GEO
4816,Georgia,2011,male,35-54 years,25,593700,4.21,14434619982,3435,Generation X,Georgia,GEO
4817,Georgia,2011,male,15-24 years,12,348400,3.44,14434619982,3435,Millenials,Georgia,GEO
4818,Georgia,2011,male,25-34 years,8,341000,2.35,14434619982,3435,Millenials,Georgia,GEO
4819,Georgia,2011,female,35-54 years,6,661400,0.91,14434619982,3435,Generation X,Georgia,GEO
4820,Georgia,2011,female,55-74 years,4,467400,0.86,14434619982,3435,Boomers,Georgia,GEO
4821,Georgia,2011,female,25-34 years,2,340800,0.59,14434619982,3435,Millenials,Georgia,GEO
4822,Georgia,2011,female,75+ years,1,184100,0.54,14434619982,3435,Silent,Georgia,GEO
4823,Georgia,2011,female,5-14 years,1,226900,0.44,14434619982,3435,Generation Z,Georgia,GEO
4824,Georgia,2011,female,15-24 years,1,334600,0.3,14434619982,3435,Millenials,Georgia,GEO
4825,Georgia,2011,male,5-14 years,0,252600,0.0,14434619982,3435,Generation Z,Georgia,GEO
4826,Georgia,2012,male,75+ years,12,104500,11.48,15846474596,3772,Silent,Georgia,GEO
4827,Georgia,2012,male,55-74 years,23,355000,6.48,15846474596,3772,Boomers,Georgia,GEO
4828,Georgia,2012,male,25-34 years,19,345900,5.49,15846474596,3772,Millenials,Georgia,GEO
4829,Georgia,2012,male,35-54 years,26,596400,4.36,15846474596,3772,Generation X,Georgia,GEO
4830,Georgia,2012,male,15-24 years,11,337800,3.26,15846474596,3772,Millenials,Georgia,GEO
4831,Georgia,2012,female,75+ years,2,191900,1.04,15846474596,3772,Silent,Georgia,GEO
4832,Georgia,2012,female,15-24 years,3,324000,0.93,15846474596,3772,Millenials,Georgia,GEO
4833,Georgia,2012,female,55-74 years,3,469400,0.64,15846474596,3772,Boomers,Georgia,GEO
4834,Georgia,2012,female,35-54 years,3,659300,0.46,15846474596,3772,Generation X,Georgia,GEO
4835,Georgia,2012,female,5-14 years,1,223200,0.45,15846474596,3772,Generation Z,Georgia,GEO
4836,Georgia,2012,female,25-34 years,1,344400,0.29,15846474596,3772,Millenials,Georgia,GEO
4837,Georgia,2012,male,5-14 years,0,249100,0.0,15846474596,3772,Generation Z,Georgia,GEO
4838,Georgia,2013,male,75+ years,25,109700,22.79,16140047012,3850,Silent,Georgia,GEO
4839,Georgia,2013,male,55-74 years,33,358600,9.2,16140047012,3850,Boomers,Georgia,GEO
4840,Georgia,2013,male,35-54 years,41,594900,6.89,16140047012,3850,Generation X,Georgia,GEO
4841,Georgia,2013,male,25-34 years,20,348000,5.75,16140047012,3850,Millenials,Georgia,GEO
4842,Georgia,2013,male,15-24 years,13,325300,4.0,16140047012,3850,Millenials,Georgia,GEO
4843,Georgia,2013,female,75+ years,4,201000,1.99,16140047012,3850,Silent,Georgia,GEO
4844,Georgia,2013,female,55-74 years,8,471700,1.7,16140047012,3850,Boomers,Georgia,GEO
4845,Georgia,2013,female,35-54 years,7,655700,1.07,16140047012,3850,Generation X,Georgia,GEO
4846,Georgia,2013,male,5-14 years,2,249800,0.8,16140047012,3850,Generation Z,Georgia,GEO
4847,Georgia,2013,female,15-24 years,2,310500,0.64,16140047012,3850,Millenials,Georgia,GEO
4848,Georgia,2013,female,5-14 years,1,221800,0.45,16140047012,3850,Generation Z,Georgia,GEO
4849,Georgia,2013,female,25-34 years,1,345600,0.29,16140047012,3850,Millenials,Georgia,GEO
4850,Georgia,2014,male,75+ years,22,92600,23.76,16509305828,4757,Silent,Georgia,GEO
4851,Georgia,2014,male,55-74 years,58,298900,19.4,16509305828,4757,Boomers,Georgia,GEO
4852,Georgia,2014,male,35-54 years,53,491300,10.79,16509305828,4757,Generation X,Georgia,GEO
4853,Georgia,2014,female,55-74 years,18,392200,4.59,16509305828,4757,Boomers,Georgia,GEO
4854,Georgia,2014,male,15-24 years,12,264500,4.54,16509305828,4757,Millenials,Georgia,GEO
4855,Georgia,2014,male,25-34 years,13,288500,4.51,16509305828,4757,Millenials,Georgia,GEO
4856,Georgia,2014,female,75+ years,5,169900,2.94,16509305828,4757,Silent,Georgia,GEO
4857,Georgia,2014,female,15-24 years,5,251400,1.99,16509305828,4757,Millenials,Georgia,GEO
4858,Georgia,2014,female,25-34 years,3,286500,1.05,16509305828,4757,Millenials,Georgia,GEO
4859,Georgia,2014,female,35-54 years,5,542700,0.92,16509305828,4757,Generation X,Georgia,GEO
4860,Georgia,2014,female,5-14 years,0,183700,0.0,16509305828,4757,Generation Z,Georgia,GEO
4861,Georgia,2014,male,5-14 years,0,208400,0.0,16509305828,4757,Generation Z,Georgia,GEO
4862,Georgia,2015,male,75+ years,27,87600,30.82,13993546732,4046,Silent,Georgia,GEO
4863,Georgia,2015,female,75+ years,20,166300,12.03,13993546732,4046,Silent,Georgia,GEO
4864,Georgia,2015,male,55-74 years,34,320200,10.62,13993546732,4046,Boomers,Georgia,GEO
4865,Georgia,2015,male,35-54 years,46,480200,9.58,13993546732,4046,Generation X,Georgia,GEO
4866,Georgia,2015,male,25-34 years,19,271700,6.99,13993546732,4046,Millenials,Georgia,GEO
4867,Georgia,2015,male,15-24 years,17,247800,6.86,13993546732,4046,Millenials,Georgia,GEO
4868,Georgia,2015,female,55-74 years,13,420700,3.09,13993546732,4046,Boomers,Georgia,GEO
4869,Georgia,2015,female,25-34 years,5,272100,1.84,13993546732,4046,Millenials,Georgia,GEO
4870,Georgia,2015,female,35-54 years,8,517700,1.55,13993546732,4046,Generation X,Georgia,GEO
4871,Georgia,2015,female,15-24 years,2,230200,0.87,13993546732,4046,Millenials,Georgia,GEO
4872,Georgia,2015,male,5-14 years,1,234300,0.43,13993546732,4046,Generation Z,Georgia,GEO
4873,Georgia,2015,female,5-14 years,0,209600,0.0,13993546732,4046,Generation Z,Georgia,GEO
4874,Germany,2002,male,75+ years,1147,1898834,60.41,2079136081310,26441,Silent,Germany,DEU
